state,name,female_2010,women_16_to_50_birth_rate_2017,hs_grad_2017,some_college_2017,bachelors_2017,mean_work_travel_2017,broadband_2017,computer_2017,homeownership_2010,persons_per_household_2017,metro_2013,fed_spending_2009,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,unemployment_rate_2016,avg_family_size_2019
Missouri,Randolph County,47.7,2.8,85.9,35.4,14.6,21.4,69.8,80.2,73.6,2.72,0,213106,16.5,31,20,5.25,3.29
Missouri,Ray County,50.2,5.8,88.2,27.1,14.4,30.3,71,84.5,78.7,2.6,1,136159,15.6,28.1,27.3,4.92,3
Missouri,Reynolds County,49,3.9,76.8,26.4,9.8,22.8,63.2,76.4,73.8,2.34,0,73504,17.3,22.7,22.3,6.48,2.75
Missouri,Ripley County,50.5,5.7,78.7,27,11.9,24.8,64.3,77.8,73.4,2.55,0,150798,23.4,36.3,29.8,7.08,3.26
Missouri,St. Charles County,50.9,4.9,94.5,32,37.1,25.5,86.6,93.2,82,2.65,1,1983280,5.7,7.6,7.4,3.51,3.13
Missouri,St. Clair County,49.5,4.9,81.1,26.4,13.6,29.6,60,72.3,80.9,2.21,0,105015,22.2,37,34.1,6.27,2.75
Missouri,Ste. Genevieve County,49.5,4.5,87.3,29.9,15.6,26.8,68.8,82.2,83.5,2.45,0,104969,16.6,32.7,26.9,4.66,2.87
Missouri,St. Francois County,46.8,4.1,83.2,32.6,13.3,24.7,71.3,79.8,73.6,2.4,0,492586,15.4,20.9,18,5.52,2.9
Missouri,St. Louis County,52.7,5.1,93.2,29.1,42.8,24.2,82.4,89.5,72.5,2.44,1,11912948,9.8,16,13.6,4.22,3.03
Missouri,Saline County,50.5,8.3,84.1,25.5,18.7,16.5,69.7,79.6,69.8,2.47,0,220575,17.3,26.6,26.3,4.68,3.31
Missouri,Schuyler County,51.4,8.4,88.2,30.9,14,25.4,56.7,75,71.5,2.64,0,50933,18.4,36.5,25.8,6.39,4.05
Missouri,Scotland County,51.4,16.4,79.4,26.1,12.6,19.8,69.3,81,79.2,2.56,0,54868,16.7,30.1,25.5,4.15,3.39
Missouri,Scott County,51.8,6.4,83.5,27.2,13.6,20,71.1,79.8,69.6,2.51,0,373548,20.1,41.8,30.2,5.73,2.97
Missouri,Shannon County,50.2,5.8,81.9,23.4,14.2,25.5,49.4,67.8,78,2.58,0,104275,30.5,43.4,44,7.36,3.11
Missouri,Shelby County,51,4.7,91,30.5,15.7,21.5,69.5,80,70.2,2.38,0,74872,15.5,26.1,27.5,4.2,2.9
Missouri,Stoddard County,51.4,6.8,81.4,27,14.1,22.1,68.7,81,70.6,2.48,0,311373,16.8,25.6,19.8,6.42,3.1
Missouri,Stone County,50.7,4.8,86.8,32.6,18.4,28.9,72.9,84.9,76,2.41,0,211407,12.8,27.8,18.4,6.99,2.86
Missouri,Sullivan County,48.9,9.1,83.3,23,10.7,16.2,62.7,72.8,70.6,2.73,0,77531,15.9,27.4,18.9,5.77,3.67
Missouri,Taney County,51.3,6.2,88.9,35.4,17.8,21.2,74.5,87.7,67.7,2.37,0,311542,17.1,24.6,24.1,7.4,2.84
Missouri,Texas County,48,7.8,82.3,27.4,13.8,24.7,57.9,76.7,74.3,2.62,0,202709,25.3,38.8,35.5,6.27,3.01
Missouri,Vernon County,51.5,6.2,88.9,29.7,17.3,17.1,71.6,83.5,70,2.44,0,170500,15.2,29.5,21.8,4.86,3.01
Missouri,Warren County,50.2,9,87.9,32.8,18.7,30.7,74,84.8,78.4,2.76,1,168237,12.8,24.9,17.8,4.18,3.09
Missouri,Washington County,48.7,5.6,77,27.9,8.9,33.3,59,75.4,80.5,2.64,0,181118,20.2,34.1,29.6,6.35,3.02
Missouri,Wayne County,49.9,8.6,75.4,27,12.1,26.1,61.7,74.8,73.3,2.41,0,207341,23.4,28.1,30.3,5.35,3.03
Missouri,Webster County,49.5,8.5,86.7,31,15.7,28.9,64.2,78.7,76.6,2.75,1,225607,18.4,28.2,25,4.92,3.22
Missouri,Worth County,50.9,4.2,87.7,25.4,19.1,25.7,68.4,76.4,77.2,2.25,0,27309,15,21.1,19.2,2.97,2.78
Missouri,Wright County,51.2,4.3,80.4,24.8,11.8,27.6,61.4,75.8,71.5,2.42,0,186244,25,44.5,34.9,5.92,3.11
Missouri,St. Louis city,51.7,4.9,85.7,28.3,34.1,24.1,67.8,80.6,47.2,2.18,1,10004508,25,37.8,39.4,5.46,3.07
Montana,Beaverhead County,48.8,4.2,94.6,30.1,33,14.2,72.6,84.9,64.7,2.23,0,86164,16.1,11.9,9.4,3.31,2.92
Montana,Big Horn County,50.3,4.6,88.1,35.4,17.6,18.1,59.1,73.3,66.6,3.54,0,157754,26.8,35.6,33.4,7.25,4.31
Montana,Blaine County,50,8.4,88.6,39.2,20.7,15.5,63.7,76.2,63.4,2.82,0,105345,32.7,46.8,44.1,4.56,3.61
Montana,Broadwater County,48.8,13.2,94.5,28.8,28.6,26.5,67.9,83.1,78.7,2.37,0,39048,7.8,12,4,4.9,3.12
Montana,Carbon County,49.3,3.2,93.9,34.8,31.1,27.5,72.1,84,72.9,2.27,1,71786,9.9,5.2,10.6,3.93,2.96
Montana,Carter County,49.5,3.4,91.2,37.4,16.6,18,70.4,76.1,75,2.29,0,26539,11.8,13.8,18.3,2.73,2.61
Montana,Cascade County,50.1,7.1,91.9,33.4,27.3,15.3,72.9,81.3,66.8,2.3,1,1047220,13.1,19.7,16.9,3.97,2.88
Montana,Chouteau County,50.8,10,93.5,35.4,25.6,17.2,67.5,77.5,66.3,2.5,0,72213,20.3,18.8,26.5,3.74,3.04
Montana,Custer County,50.3,6.1,92.1,41.5,22.4,12.8,75.9,84,65.6,2.35,0,109547,9.8,13.6,9.4,3.53,2.9
Montana,Daniels County,49.7,10.1,94.2,32.4,23,11.4,72.5,82.9,81.9,2.01,0,61769,4.6,0,1.8,2.57,2.59
Montana,Dawson County,49.5,3.3,92.6,36.8,19.8,17.4,75,86.1,74,2.19,0,80756,12.3,10.1,23.2,3.85,2.72
Montana,Deer Lodge County,47.1,6.7,89.4,35.2,17.1,17.2,70.1,79.4,72.7,2.03,0,97470,18.8,18.6,21.3,3.8,2.79
Montana,Fallon County,49.3,10.8,95.8,43.3,15.9,13.1,74.3,87.6,76.2,2.3,0,36042,5.8,14.9,9.5,3.64,2.82
Montana,Fergus County,49.8,4.8,93.8,31.5,29.5,12.4,72.6,83.8,71.7,2.19,0,135503,14.7,26.4,22.3,3.92,2.83
Montana,Flathead County,50.2,6.6,94.3,36.1,29.1,19.1,79.9,87.7,71.5,2.5,0,598477,13.6,18.1,18.5,5.58,3.14
Montana,Gallatin County,48.1,5.3,96.8,29.1,48.8,17.7,85.2,94.3,62.3,2.38,0,513566,13,9.9,8.7,2.82,2.91
Montana,Garfield County,48.8,9,94,35.2,17.5,12,70.1,77.2,79.4,2.4,0,13136,5.1,0,1.4,2.88,2.92
Montana,Glacier County,51.1,7,88.8,30,18.4,14.8,53.7,63.3,59,3.07,0,207724,33.1,41.8,34.2,8.56,4.21
Montana,Golden Valley County,47.6,3.5,93.2,27.2,20.6,25.2,70.2,81.5,76,2.3,1,9186,18.2,14.3,29.4,4.49,2.69
Montana,Granite County,49.1,10.7,89.7,32,25,24.3,73.9,84.3,76.4,2.4,0,32226,9.9,41.1,16.1,5.89,3.42
Montana,Hill County,49.5,4.8,90.1,36.1,23.7,11.7,71.5,82,68.2,2.58,0,243723,21.2,31.4,25.1,4.31,3.18
Montana,Jefferson County,49,3.6,94.8,33.7,32.9,20.3,77.8,87.7,85.5,2.52,0,104720,9.9,23.2,10.5,4.61,3.01
Montana,Judith Basin County,48.1,2.3,96.3,31.4,28.3,16.4,70.8,82.7,77,2.12,0,24083,13.9,22.1,11.3,3.43,2.82
Montana,Lake County,50.5,6.5,90.9,35.7,26,19.7,68.5,84.2,67.9,2.45,0,263863,20.9,33.5,28.1,4.74,2.96
Montana,Lewis and Clark County,50.6,5.9,95.2,33,37.5,16.4,78.3,88.4,72.8,2.34,0,1379751,11.4,19.5,13.9,3.3,2.93
Montana,Liberty County,51.9,3.1,74.7,34.3,16.3,10.7,61.9,75,62.7,2.54,0,36081,13.9,44.4,18,3.14,3.36
Montana,Lincoln County,49.2,3.8,87.9,32.4,20.4,16.8,69.6,80.6,76.5,2.31,0,196309,16.4,19,20.1,9.01,2.99
Montana,McCone County,48.7,7.6,93.9,34.4,17.4,16.7,66.3,76.1,77.7,2.37,0,30458,7.7,0,2,1.92,3.07
Montana,Madison County,48,2.8,93.9,32.8,30.3,21.4,67.3,82,68.9,2.18,0,51267,10.6,10.1,13,3.79,2.88
Montana,Meagher County,49.4,7,92.2,30.5,19.6,13.4,64.2,78.2,64,2.54,0,19710,15.8,28.3,19.1,4.04,3.48
Montana,Mineral County,48.2,2.3,86.4,32.7,15.2,22.3,63.8,78.8,66.5,2.43,0,52292,20.1,33.5,39.1,7.59,2.99
Montana,Missoula County,49.7,3.5,95.1,31.1,42.6,18.1,81.4,91.5,60.7,2.31,1,772655,15.9,13.3,14.7,3.75,2.92
Montana,Musselshell County,50.2,12.9,90.5,33,15,30.5,73.9,81.4,76.7,2.28,0,39769,17.4,26.3,21.2,5.1,2.69
Montana,Park County,50.2,7.3,95.7,29.9,34.1,25.9,75.2,85.6,70.4,2.09,0,107589,13.4,15.1,11.5,4.28,2.61
Montana,Petroleum County,46,3.7,98.1,25,25.3,14,73.8,83.5,68.6,2.2,0,5178,10.1,40,16.2,4.69,2.81
Montana,Phillips County,50.7,7.8,89.9,36.8,18.1,19.5,67.4,79.3,75.8,2.27,0,77499,18,20.2,18.9,5.32,3.2
Montana,Pondera County,51.7,6.4,90.2,33.7,22.1,14.3,66.3,77.5,69.9,2.61,0,74825,19,35.7,28.1,4.19,3.35
Montana,Powder River County,49.2,4.7,95.1,39,25.6,16.9,68.6,85.3,66.4,2.05,0,11782,8.2,8.5,6.6,2.34,2.44
Montana,Powell County,38.9,3.4,89,32.4,18.2,21.8,65.8,83.3,74.6,2.18,0,49501,14.6,39.9,24.7,5.02,2.63
Montana,Prairie County,49,0,95.7,32.3,20.5,12.8,69,77.2,86.9,2.37,0,14043,10.1,7.7,13.8,3.23,2.88
Montana,Ravalli County,50.4,4.2,91,33,26.5,22.8,74.1,87,77.9,2.42,0,325373,16,24.4,23.8,4.78,2.93
Montana,Richland County,48.5,8.6,92.9,35.3,19.7,16,74.7,84.3,66.4,2.51,0,86361,5.9,6.2,3.7,4.96,3.23
Montana,Roosevelt County,50.7,5.8,83.3,32.8,15.5,14.1,64.7,71.8,63.7,3.42,0,293632,29.1,52.3,39.4,5.32,4.56
Montana,Rosebud County,49.4,4.7,87.6,35.9,18.8,12.8,56.5,76.1,70.4,2.87,0,98343,19.1,32.7,25.5,5.48,3.46
Montana,Sanders County,48.7,8.3,89.1,29.5,17.3,19.3,65.2,74.9,78.5,2.24,0,94007,21.2,29.5,32.7,7.74,2.88
Montana,Sheridan County,49.8,1.4,91.8,38.6,20.8,14.6,76,87.1,75.2,2.1,0,67049,12.2,14.8,13.6,3.27,2.8
Montana,Silver Bow County,49.5,6.4,91.4,32.1,25.9,15.1,71,81.1,65.8,2.19,0,320381,19.2,33.1,25.3,4.28,3.04
Montana,Stillwater County,48.7,5.6,95.3,32.9,25,24.1,77,85.7,75.1,2.42,0,78074,6.5,19.2,8,3.97,3.01
Montana,Sweet Grass County,49.4,10.3,94,31.8,25.4,22.1,70.5,79.8,81.3,2.37,0,26407,10.4,14.8,15.1,3.06,2.95
Montana,Teton County,50.7,6,93,36.8,23.7,18.4,72.2,84.4,75.7,2.43,0,63434,9.8,6.6,10,3.61,3
Montana,Toole County,44.3,2.1,84.4,33.3,14.8,14.9,70.4,82,63.2,2.28,0,56677,16.6,19.3,20.8,3.46,2.81
Montana,Treasure County,48.6,8.3,93.6,34.9,23.1,17.6,64.4,86.3,67.7,2.16,0,7124,17,6.3,23.2,4.25,2.36
Montana,Valley County,50.3,2.5,94.1,34.3,21.1,15.4,71.3,84.5,75.5,2.16,0,98878,7.4,3.4,6.9,3.39,2.67
Montana,Wheatland County,50.7,8.3,75.1,24.6,17.8,8,64.3,75.5,78,2.52,0,26251,19.8,35,30.1,5.03,3.49
Montana,Wibaux County,49.6,14.7,84.2,30.9,22.7,18.6,53.7,72.8,79.2,2.21,0,13820,10.8,18.2,9.1,3.91,2.63
Montana,Yellowstone County,51.1,5.7,92.9,32.3,30.2,18.4,80.3,88.9,70.3,2.39,1,1043810,10.1,16.9,11.6,3.6,2.93
Nebraska,Adams County,50.3,8.1,90,36.8,23.5,15.3,76,85.5,70.4,2.35,0,230494,12.4,16.7,16.7,3.15,3.01
Nebraska,Antelope County,50.2,8.6,90.8,39.5,18.6,16,70.3,80.2,72,2.3,0,97074,11.5,14.3,14.2,2.62,2.89
Nebraska,Arthur County,50.4,0,95.1,35.2,29.9,20.8,69.5,79.1,63.5,2.38,0,2505,10.9,9.1,6.9,5.73,3.07
Nebraska,Banner County,48.7,3.7,95.7,45.7,17.4,24.8,79.3,93,66.3,2.43,0,8130,8.9,14.9,10.5,3.37,2.88
Nebraska,Blaine County,48.3,8.3,98.9,37.4,24.2,20.6,78.4,87.5,65.3,2.16,0,3826,9.8,25.9,15.1,4.53,2.81
Nebraska,Boone County,50.1,4.8,93.8,38.2,19.8,15.5,75.6,82.2,74.6,2.31,0,54224,7.3,5.2,6.3,2.63,2.78
Nebraska,Box Butte County,51,6.1,91.7,39.7,17.4,10.8,76.4,83.4,67.4,2.39,0,94639,10.9,22.1,14.3,3.62,2.9
Nebraska,Boyd County,50.5,5.9,94.2,35.3,20.2,17.2,65.2,75.5,75.1,2.23,0,24370,9.8,2.6,4.7,3.01,2.65
Nebraska,Brown County,51.3,1.1,92.3,33.6,18.2,14.5,67.8,77.4,70.3,2.04,0,33771,16,47.8,22.3,3.7,2.85
Nebraska,Buffalo County,50.5,5.6,93.8,34.9,33.6,14.6,80.1,88.9,65.5,2.46,0,267372,14.4,23.7,14.3,2.51,3.03
Nebraska,Burt County,51,6.7,90.9,34.7,19.1,22.4,64.9,76.9,74.3,2.23,0,78045,12.3,17.8,15.6,3.7,2.74
Nebraska,Butler County,49.8,9.8,92,34.6,18.7,22,71.3,81,75.3,2.33,0,68685,7.8,8.6,8.2,3.23,2.94
Nebraska,Cass County,49.8,6.9,95.2,37.3,26.8,26.1,82,90.6,82.6,2.55,1,199489,6.3,12.3,6.7,3.38,3.06
Nebraska,Cedar County,49.2,8.6,93.4,37.5,18.4,16.4,74.5,82.1,81,2.4,0,79833,9.7,15.9,13.9,2.56,2.93
Nebraska,Chase County,50.5,6,89.1,44.2,19.4,12.7,75.4,82.8,75.8,2.23,0,44749,8,7,6.8,2.05,2.66
Nebraska,Cherry County,50.2,5,92.2,38.5,20.1,12.3,76.8,81.8,65.9,2.14,0,44454,9,6.6,9,2.28,2.77
Nebraska,Cheyenne County,50.3,11.4,94.9,41.3,26.3,13.3,72.8,85.7,70.1,2.25,0,83036,10.9,17.2,16.3,2.83,2.95
Nebraska,Clay County,49.9,6,90.1,38,17.8,20.9,74.5,85.1,77.2,2.36,0,67341,11.1,18.5,16.8,3.14,3
Nebraska,Colfax County,48.4,9.4,71.2,25.4,14.4,16.2,68,78,80.8,2.86,0,75842,8.2,10.2,7.9,2.83,3.26
Nebraska,Cuming County,50.4,8.2,87.1,30.4,21.2,15.4,65.3,78.2,75,2.35,0,75372,8,18.9,11.8,2.89,3
Nebraska,Custer County,50.4,9,92.5,38.6,21.7,16.2,65,79.8,77.1,2.23,0,107590,11.9,15.6,15.6,2.35,2.68
Nebraska,Dakota County,50.1,9.3,73.5,25.8,12.6,14.7,72.3,87,67.2,2.73,1,102887,16.8,34,22.8,4.17,3.12
Nebraska,Dawes County,50.3,5.8,95.2,31.8,37,12.8,69.3,79.4,63.2,2.22,0,70036,14.3,19.8,10.6,2.96,2.84
Nebraska,Dawson County,49.5,9.5,76.4,28,15.8,15.3,73,84.9,71.8,2.65,0,196947,13.7,24,18.9,2.97,3.12
Nebraska,Deuel County,50.9,6,90.1,39,18.1,21,69.4,84.6,78.3,2.26,0,33209,11.1,12.6,16.7,2.64,2.68
Nebraska,Dixon County,50.6,12.1,88.4,32,18.8,21,70.2,82.5,77.1,2.46,1,55983,10.3,28.5,15.6,3.33,2.97
Nebraska,Dodge County,51,6.1,89.2,34.4,19,18.5,74.1,85.2,66.7,2.36,0,258389,13.2,28.4,18.8,3.08,2.85
Nebraska,Douglas County,50.8,6.4,89.7,30.2,37.9,19.3,80.3,87.3,64.4,2.51,1,4107478,13.5,20.4,18.2,3.33,3.19
Nebraska,Dundy County,49.9,8.4,85.7,39.1,21.1,14.4,72.9,81,79.1,2.25,0,34356,10.5,23,19.1,2.18,2.95
Nebraska,Fillmore County,50.9,7.4,92.1,35.1,19.2,16.3,70.3,81.5,77.3,2.2,0,58970,9.9,10.6,11.4,2.77,2.7
Nebraska,Franklin County,50,7.2,92.1,38,20,18.2,69.8,81,80.4,2.15,0,36960,13.3,22.1,18.6,3,2.61
Nebraska,Frontier County,49.2,5.3,96.1,43.4,19.5,20.3,67.8,79.9,75.6,2.24,0,31978,10.9,31.3,15.4,2.87,2.72
Nebraska,Furnas County,51.1,4.9,89,36.6,18.2,13.2,70.6,79.8,78.5,2.18,0,64109,13.5,17.1,19.1,2.8,2.75
Nebraska,Gage County,50.9,6.6,89.9,35.6,20.3,19.8,74.5,82.7,72.7,2.27,0,192210,9.1,11.3,9.8,3.31,2.98
Nebraska,Garden County,49.3,7.1,94.8,40.8,24.2,21.4,68.1,82.6,68.3,2.08,0,33484,11.7,6.9,9,3.29,2.77
Nebraska,Garfield County,51,1.8,96.1,42.2,19.5,11.5,60.6,77.8,79.4,2.14,0,16923,7.2,0,4.5,2.51,2.66
Nebraska,Gosper County,49.9,1.6,94.3,36.2,24.1,16.4,74.2,82.4,76.8,2.24,0,23302,5.7,0,10.1,2.56,2.58
Nebraska,Grant County,45.3,9.8,97.1,36.5,23,20.9,71.5,78.5,62.8,2.34,0,4196,21.1,36.2,32.9,2.21,2.89
Nebraska,Greeley County,49.6,10.5,93.1,39.5,17.3,21.7,63.6,78.1,82.7,2.37,0,25122,9.8,27,14,3.08,2.9
Nebraska,Hall County,50,8.7,83.9,32.9,19.8,17,75.6,83.4,66.9,2.64,1,424243,13.5,28.3,19.9,3.68,3.13
Nebraska,Hamilton County,50,5,93.6,36.4,25.7,17.6,79.6,88.7,77,2.42,1,71567,7.2,11.7,12,2.8,2.86
Nebraska,Harlan County,49.7,8.7,91,39.5,18.7,16.8,73.8,80.8,82.2,2.15,0,37909,12.9,15.5,19.8,2.51,2.86
Nebraska,Hayes County,47.3,9.3,88.4,46.7,17.2,24.5,73.5,81.8,70.2,2.26,0,16011,9,2.2,5.2,2.38,2.8
Nebraska,Hitchcock County,50.3,5.7,92.8,37.2,17.4,20.8,63,76.5,76.5,2.22,0,34789,14.2,21.2,22,3.61,2.95
Nebraska,Holt County,50.3,8.4,92.1,36.7,21,14.3,66.3,82,75.7,2.21,0,121546,8.9,6.1,7.2,2.48,2.83
Nebraska,Hooker County,53,0,94.6,36.8,25.6,11.7,61.1,75.3,84.7,1.96,0,5759,17.4,0,24.3,3.58,2.58
Nebraska,Howard County,49.1,7.7,92.2,32.7,20.1,24.2,70.1,81.6,78.3,2.4,1,50829,10.2,5.9,13.3,3.31,2.92
Nebraska,Jefferson County,50.7,5.7,90.3,34.5,14.7,16,68.7,77.9,80.1,2.16,0,80258,10.6,11.6,13.2,2.4,2.87
Nebraska,Johnson County,42.2,5.1,87.7,28.9,17.3,22.1,68.8,76.2,75.4,2.14,0,41719,10.1,13.3,10.3,3.16,2.77
Nebraska,Kearney County,50.9,4.1,94,37.2,22.3,18.4,76.1,85.1,79.4,2.36,0,59286,9.4,18.7,13,2.36,3.04
Nebraska,Keith County,49.9,6.9,91.6,35.6,22,14.4,78.5,85,73,2.02,0,68823,13.1,20.7,20.9,2.91,2.65
Nebraska,Keya Paha County,49.6,8.5,92.9,36.4,20.6,18.8,78.7,85,83.8,2.16,0,7436,7.7,23.3,13.3,2.1,3.19
Nebraska,Kimball County,50.2,6.7,89.7,36.3,17.5,14.3,70.4,83.8,70.8,2.35,0,50588,11.4,14.3,9.5,4.07,2.8
Nebraska,Knox County,51,9,91.6,36.3,20.8,17.2,66.1,77.5,75.4,2.26,0,97998,12.3,19,18.2,3.08,2.88
Nebraska,Lancaster County,49.9,5.9,93.3,33.3,37.9,18.8,84,91.5,62.1,2.42,1,2706750,14,18.7,15.4,2.78,3.05
Nebraska,Lincoln County,50.6,8,93.1,42.1,22.2,14.8,75.2,85.5,68.3,2.31,0,301084,12.6,24.8,18.2,3.08,2.86
Nebraska,Logan County,50.1,11.3,92.5,42.2,22.7,27.8,66.4,80.3,68.1,2.51,0,8581,9.7,23.1,12.2,2.9,3.31
Nebraska,Loup County,48.7,14.3,98.3,35.4,22.9,26.7,67.3,77.6,85.1,2.19,0,5928,8.9,10.3,9.6,3.54,2.5
Nebraska,McPherson County,48.6,24.7,90.1,42.9,25.2,30.1,62,73.4,58.8,2.23,0,4684,16,3.2,21.6,2.38,2.76
Nebraska,Madison County,50.4,6.8,88.6,38,20.4,14.2,72.4,84.8,67.9,2.39,0,257983,16,27.8,21.4,2.76,3
Nebraska,Merrick County,50.5,7.6,93,41,17.6,19.5,68.5,81.6,73.3,2.34,1,70574,10,11.9,10.1,3.63,2.72
Nebraska,Morrill County,50.1,2.4,87,35.6,18.9,17.8,70.4,81.6,67.7,2.35,0,41133,9.4,9.8,11,3.18,3.1
Nebraska,Nance County,49.9,8.7,90.7,35.7,18.3,19.4,71,77.3,76,2.2,0,38772,11.7,17.6,9.1,2.76,2.77
Nebraska,Nemaha County,51.1,8,93.9,32.5,28,19.6,70.6,83.4,71.2,2.31,0,70635,11.5,20.9,11.2,3.63,2.72
Nebraska,Nuckolls County,50.5,11.1,93.1,32.5,19.1,16.1,70.4,82.4,79.7,2.13,0,50227,10.8,17.3,16,2.92,2.93
Nebraska,Otoe County,51,7.5,91.2,31.5,21.4,21.7,72.8,83.5,73.9,2.43,0,118243,10,22.1,15.1,3.41,2.97
Nebraska,Pawnee County,50.3,8.7,90.1,30.9,15.9,20.8,65.5,72.2,78.2,2.15,0,34608,20.5,34.7,35.3,2.24,2.69
Nebraska,Perkins County,49.5,3.7,89.1,38.1,22.9,13.7,82.3,88.8,73.3,2.3,0,41525,4.8,1.6,4.4,2.15,2.91
Nebraska,Phelps County,50.5,3.7,93.4,35.4,26,13.8,76.7,87.1,74.6,2.3,0,80122,7.1,11.4,5.9,2.52,2.84
Nebraska,Pierce County,49.5,11.2,94.3,35.7,22.5,19.2,74.1,82.5,82.6,2.36,0,56670,6.8,7.3,6.6,2.63,2.87
Nebraska,Platte County,49.9,4,88.8,35.6,21.5,14,75.4,83.4,73.8,2.51,0,195589,8.6,11.8,11.1,3.49,3.16
Nebraska,Polk County,50.1,6.4,93.4,40,20.9,19.9,78.9,86,75.1,2.53,0,45805,7.6,10.5,7.6,2.64,3.03
Nebraska,Red Willow County,50.4,5.2,94.1,41.5,18.7,12.2,70.5,83.5,69.6,2.28,0,93651,11.7,19.8,15.1,2.83,2.94
Nebraska,Richardson County,50.6,8.1,91.5,35,19.4,18.6,71,78.4,76.3,2.08,0,92225,16.3,38.9,29.1,3.24,2.69
Nebraska,Rock County,50,8.4,93.7,35.3,18.9,16.2,68.9,78.6,85.1,2.02,0,14305,9.7,17.2,7,2.59,2.63
Nebraska,Saline County,49.7,2.1,84.4,36.5,13.4,20,72,81.9,66.8,2.62,0,143497,11.6,19.2,12.7,3.09,3.15
Nebraska,Sarpy County,50.3,6.8,95.2,34.4,39.5,20.6,88.4,94,72.4,2.73,1,1438468,5.3,7,5.5,2.92,3.18
Nebraska,Saunders County,49.4,7.2,93.1,36.2,26.5,25.3,75.2,85.2,82.8,2.54,1,165041,9,21.6,14.1,3.08,2.96
Nebraska,Scotts Bluff County,51.8,6.9,87.2,36.6,22.1,15.4,74,83.5,65.5,2.48,0,314692,13.2,22.6,18.9,3.51,2.99
Nebraska,Seward County,49.1,10.3,93,37.3,28.1,21.7,76.8,87.3,73.1,2.4,1,94412,9.2,13.5,9.5,2.87,2.91
Nebraska,Sheridan County,51.5,6.6,90.7,32.9,25.8,17.4,64.7,73.9,69.9,2.22,0,49316,15.8,19.7,27.5,2.85,2.86
Nebraska,Sherman County,50.9,8.7,92.6,36.3,18.3,25.5,68.8,80.9,84.7,2.17,0,37711,10.7,13.2,17.4,3.21,2.73
Nebraska,Sioux County,48.7,7.8,92.6,33.7,26.6,18.9,66.1,79.8,71.7,2.17,0,6960,12.4,8.5,18.7,2.69,2.71
Nebraska,Stanton County,50.5,5.8,92,40.7,17.6,18.4,74.1,84.5,78,2.54,0,36107,9.5,12.1,6.6,2.62,2.89
Nebraska,Thayer County,51.2,7.4,92,34.8,20.7,12.8,73.6,81.4,82.6,2.13,0,57176,10.9,19.5,17.3,2.45,2.76
Nebraska,Thomas County,49.3,0,93.9,38.8,29,14.3,77.5,82.3,77.1,2.19,0,18309,12.4,5.6,14.4,3.35,2.78
Nebraska,Thurston County,50.3,10.6,86.4,38,16,15.8,59,77,65.6,3.27,0,106653,30.5,42.1,41,4.87,3.87
Nebraska,Valley County,50.5,10.5,92.7,33.7,20.3,18.1,65.6,78.4,77.4,2.16,0,50079,11.5,10.6,9.9,2.82,2.74
Nebraska,Washington County,50.2,4,96.1,36.1,30.8,20.8,77.7,88.9,81.5,2.47,1,110974,9.8,18.9,14.7,3.2,2.93
Nebraska,Wayne County,49.8,7.3,95.1,36.8,32.4,17.5,80.3,90.6,70,2.25,0,56467,13.5,14.2,7.9,2.67,2.75
Nebraska,Webster County,52.2,4.9,91.9,33.2,22.8,20.9,68.8,80.6,75.7,2.35,0,45312,11.3,25.3,14.6,3.16,2.91
Nebraska,Wheeler County,49.6,9.6,94.8,34.7,19.1,18.8,68.3,81.5,68.2,2.24,0,11287,2.6,4.5,2.6,2.12,2.9
Nebraska,York County,51.2,8.4,94,36.4,28.1,15.5,77,86.4,76.2,2.29,0,103394,9.7,8.7,12.6,2.72,2.81
Nevada,Churchill County,49.7,5.8,89.4,39.8,18.3,20.1,78,88,64.5,2.41,0,392659,13.8,6.2,14.8,5.4,2.86
Nevada,Clark County,49.7,5.1,85.3,33.2,23.3,24.5,79.3,90.1,58.2,2.79,1,11353218,14.6,23.7,20.8,5.87,3.44
Nevada,Douglas County,50,4.8,93.5,41.6,27.2,23.9,84.5,91.1,76.2,2.32,0,248319,9.8,18.4,13.3,5.62,2.73
Nevada,Elko County,48.1,6.9,83.8,37.7,17.7,31.3,81.3,91.4,71.1,2.88,0,236433,11.5,24.2,16,4.47,3.39
Nevada,Esmeralda County,44.6,7.1,90.3,29,16.7,15.9,57.7,85,64.7,2.22,0,10622,6.8,0,8.9,4.56,3.07
Nevada,Eureka County,47.3,0,91.2,34.8,13.5,22.5,72.3,82.6,73.1,2.25,0,8192,10,0,0,4.62,2.83
Nevada,Humboldt County,47.6,10.8,83.3,33.5,15.2,29.9,71.6,83.4,72.4,2.69,0,108200,9.1,15.8,9.6,5.31,3.11
Nevada,Lander County,49.3,17.2,83.3,30.8,13.3,23.6,69.1,82.5,72.1,2.67,0,41365,13.2,43.9,22.3,6.2,3.02
Nevada,Lincoln County,46.2,4.3,88.2,33.4,21.7,13.2,74.3,82.1,71.5,2.43,0,61311,12.1,22.2,24.6,5.2,3
Nevada,Lyon County,49.6,6.1,85.5,39.3,14.7,29.6,78.7,87.2,72.2,2.59,0,288341,13.7,18.9,17.4,7.36,3.12
